,us_house_price_idx,us_consumer_confidence,us_real_gdp,us_gdp_yoy_growth,us_bond_yield_10y,us_bond_yield_1y,us_term_spread,us_reer,us_reer_log_ret,us_oil_price,us_oil_log_ret,us_credit,us_credit_qoq_growth,us_credit_yoy_growth,us_industrial_production,us_vix,us_vix_log_ret,us_delinquency_rate,us_cpi,us_unemployment,us_sp500_close,us_sp500_log_ret,us_delinquency_rate_raw,delinquency_spline,covid_dummy,us_house_price_yoy,us_indprod_yoy,us_oil_yoy,us_reer_interp,us_reer_diff,us_bond_yield_10y_d1,us_house_price_yoy_L3,us_unemployment_L0,us_consumer_confidence_L2,us_credit_qoq_growth_L6,us_gdp_yoy_growth_L2,us_cpi_L0,us_bond_yield_10y_d1_L2,us_sp500_log_ret_L4,us_indprod_yoy_L3,us_reer_diff_L0,us_oil_yoy_L2,us_vix_log_ret_L0
2012-06-30,87.0782780077535,99.71401,17444.525,2.403335839137921,1.62,0.21,1.41,84.18,0.0359189710481052,85.04,-0.191898473923284,24413.324,0.3606819584942355,1.1270003726401523,97.6663,17.08,0.0970681644352227,2.92,1.653870448297634,8.2,1362.1600341796875,-0.0334322878299134,2.92,2.92,0,0.7740451724779662,3.7105509068513065,-10.766002098635873,84.18,2.970000000000013,-0.5499999999999998,-6.511051502825749,8.2,99.52104,-0.2877896882606201,1.543075871606514,1.653870448297634,0.0,-0.0039221665969712,2.4123837996766095,2.970000000000013,8.152768658349752,0.0970681644352227
2012-09-30,87.8780672190928,99.62026,17469.65,2.5737123144880414,1.72,0.17,1.55,81.79,-0.0288023765955418,92.18,0.0806214532586696,24600.398,0.7662782831211468,1.6007265903839274,97.381,15.73,-0.0823384712902372,2.82,1.9497168982819613,7.8,1440.6700439453125,0.0560366134384083,2.82,2.82,0,1.856850223212958,2.2951570495009843,16.78702647915875,81.79,-2.3900000000000006,0.09999999999999987,-5.112963151817873,7.8,99.95082,-0.0550123931203128,2.6380693108862374,1.9497168982819613,0.18999999999999995,-0.1546429588484064,2.859134467066693,-2.3900000000000006,-2.975798097749316,-0.0823384712902372
2012-12-31,88.7078064650898,99.91696,17489.852,1.551852007332477,1.72,0.16,1.56,80.49,-0.0160220336412403,91.83,-0.0038041456669314,24771.864,0.6970049834153169,1.95156919932844,98.3101,18.02,0.1359125351100053,2.71,1.7595049796895523,7.9,1426.18994140625,-0.0101018017968799,2.71,2.71,0,2.9829174707906025,2.0268355938483085,-7.082869574015982,80.49,-1.3000000000000114,0.0,-2.3409221066250208,7.9,99.71401,0.0903170832789568,2.403335839137921,1.7595049796895523,-0.5499999999999998,0.1057316034539904,2.8286925428470555,-1.3000000000000114,-10.766002098635873,0.1359125351100053
2013-03-31,90.224771370431,100.3317,17662.4,1.700868485709428,1.96,0.14,1.82,82.26,0.0217520096966357,97.24,0.0572431078224917,24798.351,0.1069237260466149,1.943488637848234,99.1921,12.7,-0.3498802587156464,2.64,1.5187472411246183,7.5,1569.18994140625,0.0955530134548053,2.64,2.64,0,4.973986773826922,2.534732272069462,-5.619722410948269,82.26,1.7700000000000102,0.24,0.7740451724779662,7.5,99.62026,0.2964427859830865,2.5737123144880414,1.5187472411246183,0.09999999999999987,0.1132988647728481,3.7105509068513065,1.7700000000000102,16.78702647915875,-0.3498802587156464
2013-06-30,91.9708217625071,100.6503,17709.671,1.5199382041070075,2.3,0.15,2.15,83.05,0.0095578732570256,96.36,-0.0090909717012519,25005.818,0.8366161120955118,2.426928836073272,99.3897,16.86,0.2833419591091638,2.53,1.7157935271568725,7.5,1606.280029296875,0.0233614394498837,2.53,2.53,0,5.618558229088966,1.7645800035426706,13.311382878645329,83.05,0.789999999999992,0.33999999999999986,1.856850223212958,7.5,99.91696,0.3504796653772235,1.551852007332477,1.7157935271568725,0.0,-0.0334322878299134,2.2951570495009843,0.789999999999992,-7.082869574015982,0.2833419591091638
2013-09-30,93.0129268939342,100.7465,17860.45,2.237022493295515,2.81,0.1,2.71,82.84,-0.0025317995319204,102.36,0.0604048335449174,25246.05,0.9607044248662432,2.6245591636362864,100.161,16.6,-0.0155412572112116,2.44,1.0947341081747997,7.2,1681.550048828125,0.0457950513802674,2.44,2.44,0,5.8431640992279155,2.854766330187619,11.043610327619868,82.84,-0.20999999999999375,0.5100000000000002,2.9829174707906025,7.2,100.3317,0.1148587120135546,1.700868485709428,1.0947341081747997,0.24,0.0560366134384083,2.0268355938483085,-0.20999999999999375,-5.619722410948269,-0.0155412572112116
2013-12-31,93.6104804185167,100.7508,18016.147,3.0091449601746367,2.9,0.13,2.77,82.04,-0.0097041033232034,98.17,-0.0417953415871579,25547.692,1.1948086928450286,3.1318918915427485,100.5175,13.72,-0.1905480730647584,2.38,1.5128383667573295,6.7,1848.3599853515625,0.0945827353681226,2.38,2.38,0,5.526767202113492,2.245344069429267,6.904061853424803,82.04,-0.7999999999999972,0.08999999999999986,4.973986773826922,6.7,100.6503,0.3606819584942355,1.5199382041070075,1.5128383667573295,0.33999999999999986,-0.0101018017968799,2.534732272069462,-0.7999999999999972,13.311382878645329,-0.1905480730647584
2014-03-31,94.2967836390594,100.8,17953.974,1.6508175559380112,2.72,0.13,2.5900000000000003,83.32,0.0154816831885912,101.57,0.0340475462469796,25734.833,0.7325162680057451,3.776388196134484,101.8942,13.88,0.0115943327809192,2.32,1.6126949139408042,6.7,1872.3399658203125,0.0128902157232004,2.32,2.32,0,4.513186574793471,2.724108069090181,4.452900041135344,83.32,1.279999999999987,-0.17999999999999972,5.618558229088966,6.7,100.7465,0.7662782831211468,2.237022493295515,1.6126949139408042,0.5100000000000002,0.0955530134548053,1.7645800035426706,1.279999999999987,11.043610327619868,0.0115943327809192
2014-06-30,94.685294524021,100.941,18185.911,2.6891521587272926,2.6,0.11,2.49,83.37,0.0005999160297508,106.07,0.0433510375659691,25987.645,0.9823728018751864,3.926394249530252,102.735,11.57,-0.1820334138730732,2.26,2.0589816945944195,6.1,1960.22998046875,0.0458728360925034,2.26,2.26,0,2.9514499375936643,3.365841732090935,10.076795350767952,83.37,0.05000000000001137,-0.1200000000000001,5.8431640992279155,6.1,100.7508,0.6970049834153169,3.0091449601746367,2.0589816945944195,0.08999999999999986,0.0233614394498837,2.854766330187619,0.05000000000001137,6.904061853424803,-0.1820334138730732
2014-09-30,95.4488500212256,100.9457,18406.941,3.059782928201682,2.53,0.13,2.4,84.61,0.0147639305138873,91.17,-0.1513733579205674,26171.783,0.7085597790796427,3.666842931864589,103.0641,16.31,0.3433628754273372,2.2,1.6840509711232077,5.9,1972.2900390625,0.0061335206647078,2.2,2.2,0,2.618908154636568,2.89843352202952,-10.932004689331764,84.61,1.2399999999999949,-0.07000000000000028,5.526767202113492,5.9,100.8,0.1069237260466149,1.6508175559380112,1.6840509711232077,-0.17999999999999972,0.0457950513802674,2.245344069429267,1.2399999999999949,4.452900041135344,0.3433628754273372
2014-12-31,96.8051681274448,100.7897,18500.031,2.6858351011456394,2.21,0.25,1.96,87.75,0.0364393994095656,53.45,-0.5339792581257571,26475.225,1.159424254740293,3.630594106113372,103.7044,19.2,0.1631318624008133,2.15,0.6531213919623191,5.6,2058.89990234375,0.0429764881717451,2.15,2.15,0,3.4127457680434903,3.170492700276073,-45.553631455638175,87.75,3.1400000000000006,-0.31999999999999984,4.513186574793471,5.6,100.941,0.8366161120955118,2.6891521587272926,0.6531213919623191,-0.1200000000000001,0.0945827353681226,2.724108069090181,3.1400000000000006,10.076795350767952,0.1631318624008133
2015-03-31,98.574511441529,100.4782,18666.621,3.9692994988184793,2.04,0.26,1.78,92.42,0.0518515430961452,47.72,-0.1133960402413389,26681.199,0.7779877224839415,3.677373775846937,101.8914,15.29,-0.2277112590927649,2.11,-0.0220312844238734,5.4,2067.889892578125,0.0043568996252386,2.11,2.11,0,4.536451443395451,-0.0027479483621140055,-53.01762331397066,92.42,4.670000000000002,-0.16999999999999993,2.9514499375936643,5.4,100.9457,0.9607044248662432,3.059782928201682,-0.0220312844238734,-0.07000000000000028,0.0128902157232004,3.365841732090935,4.670000000000002,-10.932004689331764,-0.2277112590927649
2015-06-30,99.3463064947448,100.1415,18782.243,3.2790878609270546,2.36,0.28,2.08,92.38,-0.000432900439661,59.48,0.220289524362239,27099.891,1.569239823142876,4.279903007756181,100.571,18.23,0.1758695687496007,2.12,0.1795718097550525,5.3,2063.110107421875,-0.0023141066517863,2.12,2.12,0,4.922635551966659,-2.106390227283794,-43.92382388988404,92.38,-0.04000000000000625,0.31999999999999984,2.618908154636568,5.3,100.7897,1.1948086928450286,2.6858351011456394,0.1795718097550525,-0.31999999999999984,0.0458728360925034,2.89843352202952,-0.04000000000000625,-45.553631455638175,0.1758695687496007
2015-09-30,100.291901617658,99.63218,18857.418,2.447321366434552,2.17,0.33,1.84,95.53,0.0335298292794577,45.06,-0.2776451865878558,27387.669,1.061915710288286,4.645789704125258,100.7547,24.5,0.2956045288601097,2.15,0.00884296163417,5.0,1920.030029296875,-0.0718737789665672,2.15,2.15,0,5.073975847121703,-2.2407414414912674,-50.57584731819678,95.53,3.1500000000000057,-0.18999999999999995,3.4127457680434903,5.0,100.4782,0.7325162680057451,3.9692994988184793,0.00884296163417,-0.16999999999999993,0.0061335206647078,3.170492700276073,3.1500000000000057,-53.01762331397066,0.2956045288601097
2015-12-31,101.787280446068,99.26025,18892.206,2.119861312664817,2.24,0.65,1.5900000000000003,96.4,0.009065867334583,37.13,-0.1935696668151096,27540.487,0.5579810388390394,4.023618307304289,99.0417,18.21,-0.2967022238111647,2.16,0.6387247515364791,5.0,2043.93994140625,0.0625384628599467,2.16,2.16,0,5.146535474288116,-4.496144811599123,-30.53320860617399,96.4,0.8700000000000045,0.07000000000000028,4.536451443395451,5.0,100.1415,0.9823728018751864,3.2790878609270546,0.6387247515364791,0.31999999999999984,0.0429764881717451,-0.0027479483621140055,0.8700000000000045,-43.92382388988404,-0.2967022238111647
2016-03-31,103.001953519955,99.09827,19001.69,1.7950168913805964,1.89,0.59,1.2999999999999998,95.71,-0.0071834154086849,36.94,-0.0051302934178949,27836.28,1.0740296640360691,4.329194501341549,98.3096,13.95,-0.2664913854721421,2.15,0.8916160965521946,5.0,2059.739990234375,0.0077004674663395,2.15,2.15,0,4.491467432787832,-3.515311400177057,-22.590108968985756,95.71,-0.6900000000000119,-0.3500000000000003,4.922635551966659,5.0,99.63218,0.7085597790796427,2.447321366434552,0.8916160965521946,-0.18999999999999995,0.0043568996252386,-2.106390227283794,-0.6900000000000119,-50.57584731819678,-0.2664913854721421
2016-06-30,103.822044640492,99.10651,19062.709,1.493250832714721,1.64,0.45,1.19,96.41,0.0072871444684738,48.27,0.2675152749013077,28122.297,1.0274972086787404,3.772731041611932,98.8833,15.63,0.1137126361660107,2.21,1.0792865347959424,4.9,2098.860107421875,0.0188146348648327,2.21,2.21,0,4.505188268860261,-1.678117946525337,-18.846671149966365,96.41,0.7000000000000028,-0.25,5.073975847121703,4.9,99.26025,1.159424254740293,2.119861312664817,1.0792865347959424,0.07000000000000028,-0.0023141066517863,-2.2407414414912674,0.7000000000000028,-30.53320860617399,0.1137126361660107
2016-09-30,105.009110012726,99.25976,19197.938,1.8057615310855144,1.63,0.59,1.04,96.59,0.0018652855149156,47.72,-0.0114596524426862,28468.772,1.2320295173612772,3.947407864466301,98.7457,13.29,-0.1621802717082313,2.29,1.5486446201652182,5.0,2168.27001953125,0.0325352322089481,2.29,2.29,0,4.703478864177257,-1.9939516469206886,5.903240124278741,96.59,0.18000000000000682,-0.010000000000000009,5.146535474288116,5.0,99.09827,0.7779877224839415,1.7950168913805964,1.5486446201652182,-0.3500000000000003,-0.0718737789665672,-4.496144811599123,0.18000000000000682,-22.590108968985756,-0.1621802717082313
2016-12-31,106.145280524029,99.68241,19304.352,2.1815663030564147,2.49,0.85,1.64,101.14,0.0460304794606324,53.75,0.1189930697780568,28627.659,0.5581097772675125,3.947540942177241,99.0214,14.04,0.0548985258725111,2.37,2.0507989115119862,4.7,2238.830078125,0.0320238193002406,2.37,2.37,0,4.281478057830701,-0.02049641716570516,44.76164826286022,101.14,4.549999999999997,0.8600000000000003,4.491467432787832,4.7,99.10651,1.569239823142876,1.493250832714721,2.0507989115119862,-0.25,0.0625384628599467,-3.515311400177057,4.549999999999997,-18.846671149966365,0.0548985258725111
2017-03-31,106.878052599422,99.91552,19398.343,2.0874616941966906,2.48,1.03,1.45,99.27,-0.0186622850502064,50.54,-0.061578565047724,28967.373,1.1866635689631533,4.063377002961599,99.0137,12.37,-0.1266362121932684,2.4,2.44119623655914,4.4,2362.719970703125,0.0538600424672083,2.4,2.4,0,3.7631316174174145,0.7162067590550603,36.81645912290201,99.27,-1.8700000000000045,-0.010000000000000231,4.505188268860261,4.4,99.25976,1.061915710288286,1.8057615310855144,2.44119623655914,-0.010000000000000009,0.0077004674663395,-1.678117946525337,-1.8700000000000045,5.903240124278741,-0.1266362121932684
2017-06-30,108.499027862779,99.95305,19506.949,2.3304137937582903,2.19,1.24,0.95,96.83,-0.0248865469781907,46.02,-0.0936890173528282,29367.143,1.3800699152111573,4.426544531550891,100.3471,11.18,-0.1011477186774433,2.49,1.640565809959127,4.3,2423.409912109375,0.0253621176296828,2.49,2.49,0,4.504807469822181,1.4803308546539107,-4.661280298321935,96.83,-2.4399999999999977,-0.29000000000000004,4.703478864177257,4.3,99.68241,0.5579810388390394,2.1815663030564147,1.640565809959127,0.8600000000000003,0.0188146348648327,-1.9939516469206886,-2.4399999999999977,44.76164826286022,-0.1011477186774433
2017-09-30,109.745083635889,100.1758,19660.766,2.410821412174591,2.2,1.31,0.8900000000000001,93.56,-0.0343539219074614,51.67,0.1158012576918733,29687.918,1.0922921579399114,4.282397568816809,99.7954,9.51,-0.1617825911696542,2.54,2.1805652303711787,4.3,2519.360107421875,0.0388293406791509,2.54,2.54,0,4.5100597677564025,1.0630336308315114,8.277451802179382,93.56,-3.269999999999996,0.010000000000000231,4.281478057830701,4.3,99.91552,1.0740296640360691,2.0874616941966906,2.1805652303711787,-0.010000000000000231,0.0325352322089481,-0.02049641716570516,-3.269999999999996,36.81645912290201,-0.1617825911696542
2017-12-31,110.741816962729,100.5802,19882.352,2.9941434967617697,2.4,1.76,0.6399999999999999,94.37,0.0086202843172634,60.46,0.1571046470522187,30187.233,1.6818794770316892,5.447787400290061,101.4644,11.04,0.1491811642916502,2.48,2.129930719552253,4.1,2673.610107421875,0.0594247156533476,2.48,2.48,0,4.330419982883216,2.467143465957866,12.483720930232556,94.37,0.8100000000000023,0.19999999999999973,3.7631316174174145,4.1,99.95305,1.0274972086787404,2.3304137937582903,2.129930719552253,-0.29000000000000004,0.0320238193002406,0.7162067590550603,0.8100000000000023,-4.661280298321935,0.1491811642916502
2018-03-31,111.993606873921,100.9138,20044.077,3.328810094759116,2.84,2.09,0.75,92.16,-0.0236970290856606,64.87,0.0704032778736521,30415.088,0.754805847889406,4.9977434957598765,102.2067,19.97,0.5927061065787745,2.5,2.3309497646499366,4.0,2640.8701171875,-0.0123212066066953,2.5,2.5,0,4.786346822459464,3.224806264183644,28.35377918480413,92.16,-2.210000000000008,0.43999999999999995,4.504807469822181,4.0,100.1758,1.2320295173612772,2.410821412174591,2.3309497646499366,0.010000000000000231,0.0538600424672083,1.4803308546539107,-2.210000000000008,8.277451802179382,0.5927061065787745
2018-06-30,112.698004980836,100.8764,20150.476,3.2989628465220244,2.91,2.33,0.5800000000000001,96.89,0.0500501174493317,74.13,0.1334350414436643,30984.47,1.872037983253572,5.507267084169554,103.198,16.09,-0.216033186423432,2.5,2.8075506935940187,4.0,2718.3701171875,0.0289240263814609,2.5,2.5,0,3.8700596685230515,2.8410387544831828,61.08213820078225,96.89,4.730000000000004,0.07000000000000028,4.5100597677564025,4.0,100.5802,0.5581097772675125,2.9941434967617697,2.8075506935940187,0.19999999999999973,0.0253621176296828,1.0630336308315114,4.730000000000004,12.483720930232556,-0.216033186423432
2018-09-30,113.749117494993,100.5603,20276.154,3.130030640718684,3.0,2.59,0.4100000000000001,97.61,0.0074036327899609,73.16,-0.0131714851459634,31299.582,1.0169998066773325,5.428686511462333,104.1004,12.12,-0.2833409803631234,2.52,2.332055105808828,3.7,2913.97998046875,0.0694873585482402,2.52,2.52,0,3.6484858605498216,4.313826088176409,41.59086510547705,97.61,0.7199999999999989,0.08999999999999986,4.330419982883216,3.7,100.9138,1.1866635689631533,3.328810094759116,2.332055105808828,0.43999999999999995,0.0388293406791509,2.467143465957866,0.7199999999999989,28.35377918480413,-0.2833409803631234
2018-12-31,114.560196731927,99.94698,20304.874,2.125110751484538,2.83,2.63,0.2000000000000001,98.53,0.0093811231475095,45.15,-0.4826585436596705,31651.481,1.1242929697911077,4.850553874878161,104.0936,25.42,0.7406792851201397,2.54,2.0023809043401064,3.9,2506.85009765625,-0.1504928137560783,2.54,2.54,0,3.4480017340541735,2.5912536810940523,-25.322527290770758,98.53,0.9200000000000017,-0.16999999999999993,4.786346822459464,3.9,100.8764,1.3800699152111573,3.2989628465220244,2.0023809043401064,0.07000000000000028,0.0594247156533476,3.224806264183644,0.9200000000000017,61.08213820078225,0.7406792851201397
2019-03-31,115.708404627779,99.45075,20431.641,1.9335587266003704,2.57,2.4,0.1699999999999999,97.67,-0.0087666208749974,60.19,0.287515945696685,31932.836,0.8889157508932932,4.990115432182862,102.8757,13.71,-0.6174107721870851,2.54,1.8831863513063984,3.8,2834.39990234375,0.122803216242387,2.54,2.54,0,3.31697304654186,0.6545559146318158,-7.214428857715438,97.67,-0.8599999999999994,-0.26000000000000023,3.8700596685230515,3.8,100.5603,1.0922921579399114,3.130030640718684,1.8831863513063984,0.08999999999999986,-0.0123212066066953,2.8410387544831828,-0.8599999999999994,41.59086510547705,-0.6174107721870851
2019-06-30,116.407017775045,99.11409,20602.275,2.242125694698238,2.07,1.92,0.1499999999999999,98.74,0.0108956833713311,58.2,-0.0336208708222871,32292.796,1.1272409378233703,4.22252179882372,102.4375,15.08,0.0952438690055869,2.59,1.671194894390049,3.6,2941.760009765625,0.0371778048977228,2.59,2.59,0,3.291107766139878,-0.7369328862962377,-21.48927559692432,98.74,1.0699999999999932,-0.5,3.6484858605498216,3.6,99.94698,1.6818794770316892,2.125110751484538,1.671194894390049,-0.16999999999999993,0.0289240263814609,4.313826088176409,1.0699999999999932,-25.322527290770758,0.0952438690055869
2019-09-30,117.657063019342,98.97908,20843.322,2.797216868642849,1.7,1.75,-0.05,100.09,0.0135796484002107,54.09,-0.0732360288540565,32667.255,1.1595744140581845,4.3696206549978855,102.2917,16.24,0.0741079721537218,2.6,1.6844977040391562,3.5,2976.739990234375,0.0118206936815151,2.6,2.6,0,3.435583159158151,-1.7374573008364869,-26.06615636960087,100.09,1.3500000000000085,-0.3699999999999999,3.4480017340541735,3.5,99.45075,0.754805847889406,1.9335587266003704,1.6844977040391562,-0.26000000000000023,0.0694873585482402,2.5912536810940523,1.3500000000000085,-7.214428857715438,0.0741079721537218
2019-12-31,119.158664152198,99.1944,20985.448,3.3517765241980912,1.86,1.59,0.27,98.1,-0.0200824146596101,61.14,0.1225169905793527,32944.37,0.848295946506683,4.084766207306401,101.7003,13.78,-0.1642590691480193,2.61,2.3195274699624457,3.6,3230.780029296875,0.0818948645232377,2.61,2.61,0,4.014018438735323,-2.2991807373363926,35.41528239202658,98.1,-1.990000000000009,0.16000000000000014,3.31697304654186,3.6,99.11409,1.872037983253572,2.242125694698238,2.3195274699624457,-0.5,-0.1504928137560783,0.6545559146318158,-1.990000000000009,-21.48927559692432,-0.1642590691480193
2020-03-31,121.029317602844,97.77976,20709.212,1.3585350290757248,0.87,0.17,0.7,102.43,0.0431922718771259,20.51,-1.092253744378399,33858.543,2.7748990191647227,6.0304916231054495,97.4078,53.54,1.357210772506694,2.5783307454175053,1.4940399642909163,4.4,2584.590087890625,-0.2231566811812048,2.69,2.5783307454175053,1,4.598553572821085,-5.315054964389065,-65.92457218807111,102.43,4.3300000000000125,-0.9900000000000001,3.291107766139878,4.4,98.97908,1.0169998066773325,2.797216868642849,1.4940399642909163,-0.3699999999999999,0.122803216242387,-0.7369328862962377,4.3300000000000125,-26.06615636960087,1.357210772506694
2020-06-30,122.255809233522,96.31064,19077.992,-7.39861495878491,0.73,0.16,0.57,101.81,-0.0060713073293388,39.27,0.6495482965056291,34524.966,1.9682565785539063,6.912284708948713,91.5934,30.43,-0.5650000741833268,2.500083948956439,0.7166562831830481,11.0,3100.2900390625,0.181928746065993,2.45,2.500083948956439,1,5.024432006135315,-10.586064673581452,-32.52577319587628,101.81,-0.6200000000000045,-0.14,3.435583159158151,11.0,99.1944,1.1242929697911077,3.3517765241980912,0.7166562831830481,0.16000000000000014,0.0371778048977228,-1.7374573008364869,-0.6200000000000045,35.41528239202658,-0.5650000741833268
2020-09-30,125.870959256677,98.87578,20558.879,-1.3646720997737227,0.68,0.12,0.56,99.25,-0.0254664115518045,40.05,0.0196678049244498,34741.024,0.625802209334525,6.34815811735634,95.9669,26.37,-0.1432019635436844,2.3895028021545506,1.3910228912373812,7.8,3363.0,0.0813377646556849,1.99,2.3895028021545506,1,6.981218149211066,-6.183101854793705,-25.95673876871881,99.25,-2.5600000000000023,-0.04999999999999993,4.014018438735323,7.8,97.77976,0.8889157508932932,1.3585350290757248,1.3910228912373812,-0.9900000000000001,0.0118206936815151,-2.2991807373363926,-2.5600000000000023,-65.92457218807111,-0.1432019635436844
2020-12-31,130.825282385654,100.0593,20791.917,-0.9222152417236896,0.93,0.1,0.8300000000000001,94.98,-0.0439755764463239,48.35,0.1883375483849351,35078.256,0.9707025331205044,6.477240268974627,98.363,22.75,-0.1476618549682359,2.260830496549593,1.3204191315779434,6.7,3756.070068359375,0.1105397834616375,2.1,2.260830496549593,1,9.790826639810724,-3.28150457766595,-20.9192018318613,94.98,-4.269999999999996,0.25,4.598553572821085,6.7,96.31064,1.1272409378233703,-7.39861495878491,1.3204191315779434,-0.14,0.0818948645232377,-5.315054964389065,-4.269999999999996,-32.52577319587628,-0.1476618549682359
2021-03-31,134.030300409343,101.0902,21082.134,1.8007541764505586,1.61,0.07,1.54,96.81,0.0190839516110043,59.19,0.2022863868033302,35521.518,1.263637508090465,4.911537392497944,98.3856,19.4,-0.159292079327677,2.1283102236793154,2.6678187820641908,6.1,3972.889892578125,0.0561205463041948,1.88,2.1283102236793154,1,10.742011162255372,1.0038210492383515,188.59093125304724,96.81,1.8299999999999983,0.68,5.024432006135315,6.1,98.87578,1.1595744140581845,-1.3646720997737227,2.6678187820641908,-0.04999999999999993,-0.2231566811812048,-10.586064673581452,1.8299999999999983,-25.95673876871881,-0.159292079327677
2021-06-30,137.982128416549,101.3843,21440.929,12.385669309432568,1.52,0.07,1.45,97.26,0.0046375102436596,73.52,0.2168048693447979,36501.184,2.757950828565381,5.724025912147179,99.7987,15.83,-0.2033661921763615,2.0061851750814697,5.295632620349999,5.9,4297.5,0.0785396957509021,1.59,2.0061851750814697,1,12.8634535091809,8.958396565691418,87.21670486376367,97.26,0.45000000000000284,-0.09000000000000008,6.981218149211066,5.9,100.0593,0.848295946506683,-0.9222152417236896,5.295632620349999,0.25,0.181928746065993,-6.183101854793705,0.45000000000000284,-20.9192018318613,-0.2033661921763615
2021-09-30,142.267464049887,101.2075,21617.828,5.150810995093647,1.37,0.09,1.28,98.68,0.0144944866855163,75.22,0.0228596749947588,37020.106,1.421657993340708,6.5602038673356455,98.8579,23.14,0.3796558478726097,1.9086985422938068,5.351215590949132,4.7,4307.5400390625,0.0023335262992106,1.53,1.9086985422938068,1,13.026439847633252,3.0124970172007215,87.8152309612984,98.68,1.4200000000000017,-0.1499999999999999,9.790826639810724,4.7,101.0902,2.7748990191647227,1.8007541764505586,5.351215590949132,0.68,0.0813377646556849,-3.28150457766595,1.4200000000000017,188.59093125304724,0.3796558478726097
2021-12-31,145.203948652326,101.1066,21988.737,5.756179192135091,1.47,0.39,1.08,101.15,0.0247222719525985,75.33,0.0014613087954129,37789.75,2.0789891849580355,7.72984266948733,100.5726,17.22,-0.2954912227659458,1.850093516854077,7.174340285065539,3.9,4766.18017578125,0.1011781977901806,1.57,1.850093516854077,1,10.990739713663134,2.2463731281071153,55.80144777662874,101.15,2.469999999999999,0.09999999999999987,10.742011162255372,3.9,101.3843,1.9682565785539063,12.385669309432568,7.174340285065539,-0.09000000000000008,0.1105397834616375,1.0038210492383515,2.469999999999999,87.21670486376367,-0.2954912227659458
2022-03-31,148.597318866443,100.6486,21932.71,4.034582077886428,2.13,1.63,0.5,102.7,0.0152075533207581,100.53,0.2885777285797253,38500.396,1.880525803954769,8.386122462446588,101.3907,20.56,0.1772759415873795,1.8446132903000318,8.572204966013853,3.7,4530.41015625,-0.0507327047494721,1.69,1.8446132903000318,1,10.868451695333636,3.0544104015221674,69.84287886467308,102.7,1.5499999999999972,0.6599999999999999,12.8634535091809,3.7,101.2075,0.625802209334525,5.150810995093647,8.572204966013853,-0.1499999999999999,0.0561205463041948,8.958396565691418,1.5499999999999972,87.8152309612984,0.1772759415873795
2022-06-30,150.540948036499,99.72403,21967.045,2.4537929303342976,3.14,2.8,0.3400000000000003,107.66,0.0471659961982985,107.76,0.0694503416847797,39161.661,1.717553762304158,7.288741647394237,101.018,28.71,0.3338980535460083,1.9065010541694223,8.979361103105798,3.6,3785.3798828125,-0.1796662304214795,1.83,1.9065010541694223,1,9.101772645539041,1.2217594016755706,46.57236126224158,107.66,4.959999999999994,1.0100000000000002,13.026439847633252,3.6,101.1066,0.9707025331205044,5.756179192135091,8.979361103105798,0.09999999999999987,0.0785396957509021,3.0124970172007215,4.959999999999994,55.80144777662874,0.3338980535460083
2022-09-30,148.673356279946,99.06017,22125.625,2.3489732641040373,3.52,4.05,-0.5299999999999998,111.42,0.0343287314598583,79.91,-0.2990055307157371,39631.13,1.1987974667366563,7.052988989280573,101.2918,31.62,0.0965443376483534,2.05,8.192106896425821,3.5,3585.6201171875,-0.0542148125946821,2.05,2.05,0,4.502710632286755,2.462018715752601,6.235043871310819,111.42,3.760000000000005,0.3799999999999999,10.990739713663134,3.5,100.6486,1.263637508090465,4.034582077886428,8.192106896425821,0.6599999999999999,0.0023335262992106,2.2463731281071153,3.760000000000005,69.84287886467308,0.0965443376483534
2022-12-31,147.540921859391,98.73605,22278.345,1.3170742821654535,3.62,4.73,-1.1100000000000003,107.33,-0.0373986440992364,80.16,0.0031236359501831,39978.418,0.8763010290143036,5.791697484106129,99.7664,21.67,-0.3778610162330583,2.26,6.404600402357152,3.5,3839.5,0.0684107151898364,2.26,2.26,0,1.6094419117076653,-0.8016099812473643,6.411788132218232,107.33,-4.090000000000003,0.10000000000000009,10.868451695333636,3.5,99.72403,2.757950828565381,2.4537929303342976,6.404600402357152,1.0100000000000002,0.1011781977901806,3.0544104015221674,-4.090000000000003,46.57236126224158,-0.3778610162330583
2023-03-31,147.381040481967,98.57756,22439.607,2.311146228623828,3.66,4.64,-0.9799999999999996,106.52,-0.0075754395477015,75.68,-0.0575107125929317,40258.212,0.6998626108716932,4.565708882578767,101.0205,18.7,-0.1474052916877268,2.47,4.917719362889961,3.5,4109.31005859375,0.0679129956728198,2.47,2.47,0,-0.8185062784135222,-0.36512224493961964,-24.718989356411015,106.52,-0.8100000000000023,0.040000000000000036,9.101772645539041,3.5,99.06017,1.421657993340708,2.3489732641040373,4.917719362889961,0.3799999999999999,-0.0507327047494721,1.2217594016755706,-0.8100000000000023,6.235043871310819,-0.1474052916877268
